filename	acq_time	operator	randstr
fmap/sub-wlsubj087_ses-nyu3t01_acq-fMRI_dir-AP_run-01_epi.nii.gz	2019-04-21T15:11:18	n/a	45a4da06
fmap/sub-wlsubj087_ses-nyu3t01_acq-fMRI_dir-PA_run-01_epi.nii.gz	2019-04-21T15:11:46	n/a	f749d09e
func/sub-wlsubj087_ses-nyu3t01_task-prf_acq-PA_run-01_bold.nii.gz	2019-04-21T15:14:34	n/a	1b815ad8
func/sub-wlsubj087_ses-nyu3t01_task-prf_acq-PA_run-02_bold.nii.gz	2019-04-21T15:18:22	n/a	d159c4d5
func/sub-wlsubj087_ses-nyu3t01_task-prf_acq-PA_run-03_bold.nii.gz	2019-04-21T15:22:20	n/a	18cc0a6b
func/sub-wlsubj087_ses-nyu3t01_task-prf_acq-PA_run-04_bold.nii.gz	2019-04-21T15:26:01	n/a	07299740
func/sub-wlsubj087_ses-nyu3t01_task-prf_acq-PA_run-05_bold.nii.gz	2019-04-21T15:29:47	n/a	f0649181
func/sub-wlsubj087_ses-nyu3t01_task-prf_acq-PA_run-06_bold.nii.gz	2019-04-21T15:33:29	n/a	02163682
anat/sub-wlsubj087_ses-nyu3t01_acq-highres_run-01_T1w.nii.gz	2019-04-21T15:44:27	n/a	5d8ee6dd
