filename	acq_time	operator	randstr
fmap/sub-wlsubj104_ses-nyu3t01_acq-fMRI_dir-AP_run-01_epi.nii.gz	2019-07-17T11:22:08	n/a	858df57a
fmap/sub-wlsubj104_ses-nyu3t01_acq-fMRI_dir-PA_run-01_epi.nii.gz	2019-07-17T11:22:36	n/a	27ea9fac
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-01_bold.nii.gz	2019-07-17T11:25:12	n/a	bc635a14
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-01_sbref.nii.gz	2019-07-17T11:25:12	n/a	5497c435
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-02_bold.nii.gz	2019-07-17T11:30:04	n/a	72fc3f2a
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-02_sbref.nii.gz	2019-07-17T11:30:04	n/a	f4822bba
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-03_bold.nii.gz	2019-07-17T11:34:18	n/a	8ee82f5c
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-03_sbref.nii.gz	2019-07-17T11:34:18	n/a	2ae1b1d6
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-04_bold.nii.gz	2019-07-17T11:39:12	n/a	5fe8120f
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-04_sbref.nii.gz	2019-07-17T11:39:12	n/a	a32176ee
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-05_bold.nii.gz	2019-07-17T11:43:24	n/a	06fcddfa
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-05_sbref.nii.gz	2019-07-17T11:43:24	n/a	70bfbc6e
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-06_bold.nii.gz	2019-07-17T11:47:18	n/a	c2749ae2
func/sub-wlsubj104_ses-nyu3t01_task-prf_acq-PA_run-06_sbref.nii.gz	2019-07-17T11:47:18	n/a	9379a262
anat/sub-wlsubj104_ses-nyu3t01_acq-highres_run-01_T1w.nii.gz	2019-07-17T11:58:03	n/a	dc05a1c8
